"OriginalValue" "OriginalMeaning" "RecodedValue" "RecodedMeaning"
"7112023" "Cashier, check-out" "7112023" "Cashier, check-out"
"7112024" "Checker-out" "7112024" "Checker-out"
"7112025" "Clerk, EPOS" "7112025" "Clerk, EPOS"
"7112026" "Clerk, scanner (retail trade)" "7112026" "Clerk, scanner (retail trade)"
"7112027" "Clerk, scanning (retail trade)" "7112027" "Clerk, scanning (retail trade)"
"7112028" "Controller, EPOS" "7112028" "Controller, EPOS"
"7112029" "Controller, till" "7112029" "Controller, till"
"7112030" "Foreman (petrol station)" "7112030" "Foreman (petrol station)"
"7112031" "Foreman, forecourt" "7112031" "Foreman, forecourt"
"7112032" "Operator, EPOS" "7112032" "Operator, EPOS"
"7112033" "Operator, cash and wrap" "7112033" "Operator, cash and wrap"
"7112034" "Operator, check-out" "7112034" "Operator, check-out"
"7112035" "Operator, consol (petrol station)" "7112035" "Operator, consol (petrol station)"
"7112036" "Operator, console (petrol station)" "7112036" "Operator, console (petrol station)"
"7112037" "Operator, scanner (retail trade)" "7112037" "Operator, scanner (retail trade)"
"7112038" "Operator, scanning (retail trade)" "7112038" "Operator, scanning (retail trade)"
"7112039" "Operator, till" "7112039" "Operator, till"
"7112040" "Pumpman (petrol station)" "7112040" "Pumpman (petrol station)"
"7112041" "Refueller (vehicles)" "7112041" "Refueller (vehicles)"
"7112042" "Salesman, forecourt (garage)" "7112042" "Salesman, forecourt (garage)"
"7112043" "Salesman, petrol (garage)" "7112043" "Salesman, petrol (garage)"
"7112044" "Supervisor, cash (retail trade)" "7112044" "Supervisor, cash (retail trade)"
"7112045" "Supervisor, check-out" "7112045" "Supervisor, check-out"
"7113" "Telephone salespersons" "7113" "Telephone salespersons"
"7113001" "Adviser, sales (telephone sales)" "7113001" "Adviser, sales (telephone sales)"
"7113002" "Agent, sales, telephone" "7113002" "Agent, sales, telephone"
"7113003" "Assistant, marketing, telephone" "7113003" "Assistant, marketing, telephone"
"7113004" "Assistant, telemarketing" "7113004" "Assistant, telemarketing"
"7113005" "Assistant, telesales" "7113005" "Assistant, telesales"
"7113006" "Canvasser, tele-ad" "7113006" "Canvasser, tele-ad"
"7113007" "Canvasser, telephone" "7113007" "Canvasser, telephone"
"7113008" "Canvasser, telesales" "7113008" "Canvasser, telesales"
"7113009" "Clerk, order, telephone" "7113009" "Clerk, order, telephone"
"7113010" "Clerk, sales, telephone" "7113010" "Clerk, sales, telephone"
"7113011" "Clerk, tele-ad" "7113011" "Clerk, tele-ad"
"7113012" "Clerk, telesales" "7113012" "Clerk, telesales"
"7113013" "Correspondent, sales" "7113013" "Correspondent, sales"
"7113014" "Executive, sales (telephone sales)" "7113014" "Executive, sales (telephone sales)"
"7113015" "Executive, sales, telephone" "7113015" "Executive, sales, telephone"
"7113016" "Executive, telesales" "7113016" "Executive, telesales"
"7113017" "Girl, tele-ad" "7113017" "Girl, tele-ad"
"7113018" "Operator, line, order" "7113018" "Operator, line, order"
"7113019" "Operator, sales, telephone" "7113019" "Operator, sales, telephone"
"7113020" "Operator, telesales" "7113020" "Operator, telesales"
"7113021" "Representative, tele-ad" "7113021" "Representative, tele-ad"
"7113022" "Representative, telesales" "7113022" "Representative, telesales"
"7113023" "Salesman, telephone" "7113023" "Salesman, telephone"
"7113024" "Supervisor, telesales" "7113024" "Supervisor, telesales"
"7113025" "Telecanvasser" "7113025" "Telecanvasser"
"7113026" "Telemarketer" "7113026" "Telemarketer"
"7113027" "Telephonist, marketing" "7113027" "Telephonist, marketing"
"7113028" "Telephonist, sales" "7113028" "Telephonist, sales"
"712" "Sales Related Occupations" "712" "Sales Related Occupations"
"7121" "Collector salespersons and credit agents" "7121" "Collector salespersons and credit agents"
"7121001" "Agent (assurance)" "7121001" "Agent (assurance)"
"7121002" "Agent (insurance)" "7121002" "Agent (insurance)"
"7121003" "Agent (mail order house)" "7121003" "Agent (mail order house)"
"7121004" "Agent (wholesale, retail trade: credit trade)" "7121004" "Agent (wholesale, retail trade: credit trade)"
"7121005" "Agent (wholesale, retail trade: door-to-door sales)" "7121005" "Agent (wholesale, retail trade: door-to-door sales)"
"7121006" "Agent and collector (insurance)" "7121006" "Agent and collector (insurance)"
"7121007" "Agent, assurance" "7121007" "Agent, assurance"
"7121008" "Agent, club" "7121008" "Agent, club"
"7121009" "Agent, credit" "7121009" "Agent, credit"
"7121010" "Agent, district (insurance)" "7121010" "Agent, district (insurance)"
"7121011" "Agent, insurance" "7121011" "Agent, insurance"
"7121012" "Assistant, canvassing (insurance)" "7121012" "Assistant, canvassing (insurance)"
"7121013" "Canvasser" "7121013" "Canvasser"
"7121014" "Canvasser and collector" "7121014" "Canvasser and collector"
"7121015" "Collector (insurance)" "7121015" "Collector (insurance)"
"7121016" "Collector and salesman" "7121016" "Collector and salesman"
"7121017" "Collector, insurance" "7121017" "Collector, insurance"
"7121018" "Collector-agent (insurance)" "7121018" "Collector-agent (insurance)"
"7121019" "Collector-salesman" "7121019" "Collector-salesman"
"7121020" "Consultant, beauty (retail trade: door-to-door sales)" "7121020" "Consultant, beauty (retail trade: door-to-door sales)"
"7121021" "Draper, credit" "7121021" "Draper, credit"
"7121022" "Merchant (wholesale, retail trade: credit trade)" "7121022" "Merchant (wholesale, retail trade: credit trade)"
"7121023" "Merchant (wholesale, retail trade: door-to-door sales)" "7121023" "Merchant (wholesale, retail trade: door-to-door sales)"
"7121024" "Merchant (wholesale, retail trade: party plan sales)" "7121024" "Merchant (wholesale, retail trade: party plan sales)"
"7121025" "Representative (insurance)" "7121025" "Representative (insurance)"
"7121026" "Representative (mail order house)" "7121026" "Representative (mail order house)"
"7121027" "Representative (retail trade: credit trade)" "7121027" "Representative (retail trade: credit trade)"
"7121028" "Representative (retail trade: door-to-door sales)" "7121028" "Representative (retail trade: door-to-door sales)"
"7121029" "Representative, credit" "7121029" "Representative, credit"
"7121030" "Representative, insurance" "7121030" "Representative, insurance"
"7121031" "Representative, sales (mail order house)" "7121031" "Representative, sales (mail order house)"
"7121032" "Representative, sales (retail trade: door-to-door sales)" "7121032" "Representative, sales (retail trade: door-to-door sales)"
"7121033" "Salesman (mail order house)" "7121033" "Salesman (mail order house)"
"7121034" "Salesman (retail trade: credit trade)" "7121034" "Salesman (retail trade: credit trade)"
"7121035" "Salesman (retail trade: door-to-door sales)" "7121035" "Salesman (retail trade: door-to-door sales)"
"7121036" "Salesman, credit" "7121036" "Salesman, credit"
"7121037" "Salesman, travelling (retail trade)" "7121037" "Salesman, travelling (retail trade)"
"7121038" "Salesman-collector" "7121038" "Salesman-collector"
"7121039" "Superintendent (clothing club)" "7121039" "Superintendent (clothing club)"
"7121040" "Superintendent of canvassers" "7121040" "Superintendent of canvassers"
"7121041" "Superintendent, district (clothing club)" "7121041" "Superintendent, district (clothing club)"
"7121042" "Trader, credit" "7121042" "Trader, credit"
"7121043" "Traveller (retail trade)" "7121043" "Traveller (retail trade)"
"7121044" "Traveller, commercial (drapers, credit)" "7121044" "Traveller, commercial (drapers, credit)"
"7121045" "Traveller, drapers, credit" "7121045" "Traveller, drapers, credit"
"7121046" "Traveller-salesman (credit trade)" "7121046" "Traveller-salesman (credit trade)"
"7122" "Debt, rent and other cash collectors" "7122" "Debt, rent and other cash collectors"
"7122001" "Agent, collecting" "7122001" "Agent, collecting"
"7122002" "Agent, pools, football" "7122002" "Agent, pools, football"
"7122003" "Agent-collector" "7122003" "Agent-collector"
"7122004" "Assistant, collection" "7122004" "Assistant, collection"
"7122005" "Assistant, estates" "7122005" "Assistant, estates"
"7122006" "Assistant, office, cash" "7122006" "Assistant, office, cash"
"7122007" "Assistant, vending" "7122007" "Assistant, vending"
"7122008" "Attendant, booth, toll" "7122008" "Attendant, booth, toll"
"7122009" "Attendant, gate, toll" "7122009" "Attendant, gate, toll"
"7122010" "Attendant, machine, vending" "7122010" "Attendant, machine, vending"
"7122011" "Checker, meter" "7122011" "Checker, meter"
"7122012" "Clearer, credit" "7122012" "Clearer, credit"
"7122013" "Clerk, officer's, sheriff" "7122013" "Clerk, officer's, sheriff"
"7122014" "Clerk, recovery, debt" "7122014" "Clerk, recovery, debt"
"7122015" "Collector (gaming machines)" "7122015" "Collector (gaming machines)"
"7122016" "Collector (credit trade)" "7122016" "Collector (credit trade)"
"7122017" "Collector (electricity supplier)" "7122017" "Collector (electricity supplier)"
"7122018" "Collector (finance company)" "7122018" "Collector (finance company)"
"7122019" "Collector (football pools)" "7122019" "Collector (football pools)"
"7122020" "Collector (gas supplier)" "7122020" "Collector (gas supplier)"
"7122021" "Collector (retail trade)" "7122021" "Collector (retail trade)"
"7122022" "Collector, arrears" "7122022" "Collector, arrears"
"7122023" "Collector, cash" "7122023" "Collector, cash"
"7122024" "Collector, club" "7122024" "Collector, club"
"7122025" "Collector, credit" "7122025" "Collector, credit"
"7122026" "Collector, debt" "7122026" "Collector, debt"
"7122027" "Collector, fee, parking" "7122027" "Collector, fee, parking"
"7122028" "Collector, meter" "7122028" "Collector, meter"
"7122029" "Collector, mutuality" "7122029" "Collector, mutuality"
"7122030" "Collector, pools" "7122030" "Collector, pools"
"7122031" "Collector, rent" "7122031" "Collector, rent"
"7122032" "Collector, senior (gas supplier)" "7122032" "Collector, senior (gas supplier)"
"7122033" "Collector, subscription" "7122033" "Collector, subscription"
"7122034" "Collector, toll" "7122034" "Collector, toll"
"7122035" "Collector-agent" "7122035" "Collector-agent"
"7122036" "Controller, collection" "7122036" "Controller, collection"
"7122037" "Controller, collections" "7122037" "Controller, collections"
"7122038" "Driver and collector" "7122038" "Driver and collector"
"7122039" "Engineer, machine, vending" "7122039" "Engineer, machine, vending"
"7122040" "Engineer, vending" "7122040" "Engineer, vending"
"7122041" "Inspector, meter" "7122041" "Inspector, meter"
"7122042" "Inspector, reader, meter" "7122042" "Inspector, reader, meter"
"7122043" "Inspector, rent" "7122043" "Inspector, rent"
"7122044" "Keeper, bridge, toll" "7122044" "Keeper, bridge, toll"
"7122045" "Keeper, gate, pier" "7122045" "Keeper, gate, pier"
"7122046" "Leader, team, recoveries" "7122046" "Leader, team, recoveries"
"7122047" "Officer, collecting, authorised" "7122047" "Officer, collecting, authorised"
"7122048" "Officer, collection" "7122048" "Officer, collection"
"7122049" "Officer, collections" "7122049" "Officer, collections"
"7122050" "Operative, meter" "7122050" "Operative, meter"
"7122051" "Operator, booth, toll" "7122051" "Operator, booth, toll"
"7122052" "Operator, machine, vending" "7122052" "Operator, machine, vending"
"7122053" "Operator, vending" "7122053" "Operator, vending"
"7122054" "Purser, pier" "7122054" "Purser, pier"
"7122055" "Reader, meter" "7122055" "Reader, meter"
"7122056" "Receptionist (radio, television and video hire)" "7122056" "Receptionist (radio, television and video hire)"
"7122057" "Recoverer, debt" "7122057" "Recoverer, debt"
"7122058" "Representative, accounts" "7122058" "Representative, accounts"
"7122059" "Representative, default" "7122059" "Representative, default"
"7122060" "Tallyman" "7122060" "Tallyman"
"7123" "Roundsmen/women and van salespersons" "7123" "Roundsmen/women and van salespersons"
"7123001" "Assistant, grocer's (mobile)" "7123001" "Assistant, grocer's (mobile)"
"7123002" "Boy, delivery (bakery)" "7123002" "Boy, delivery (bakery)"
"7123003" "Boy, delivery (dairy)" "7123003" "Boy, delivery (dairy)"
"7123004" "Checker (dairy)" "7123004" "Checker (dairy)"
"7123005" "Dairyman (retail trade: delivery round)" "7123005" "Dairyman (retail trade: delivery round)"
"7123006" "Deliverer, milk" "7123006" "Deliverer, milk"
"7123007" "Deliveryman (retail milk trade)" "7123007" "Deliveryman (retail milk trade)"
"7123008" "Deliveryman (retail trade: delivery round)" "7123008" "Deliveryman (retail trade: delivery round)"
"7123009" "Deliveryman, baker's" "7123009" "Deliveryman, baker's"
"7123010" "Driver and collector (laundry, launderette, dry cleaning)" "7123010" "Driver and collector (laundry, launderette, dry cleaning)"
"7123011" "Driver-salesman" "7123011" "Driver-salesman"
"7123012" "Foreman (dairy: retail trade)" "7123012" "Foreman (dairy: retail trade)"
"7123013" "Foreman, dairy (retail trade)" "7123013" "Foreman, dairy (retail trade)"
"7123014" "Foreman, rounds" "7123014" "Foreman, rounds"
"7123015" "Greengrocer (mobile shop)" "7123015" "Greengrocer (mobile shop)"
"7123016" "Grocer (travelling)" "7123016" "Grocer (travelling)"
"7123017" "Inspector, round (wholesale, retail trade)" "7123017" "Inspector, round (wholesale, retail trade)"
"7123018" "Inspector, rounds (wholesale, retail trade)" "7123018" "Inspector, rounds (wholesale, retail trade)"
"7123019" "Man, van" "7123019" "Man, van"
"7123020" "Milkman (roundsman)" "7123020" "Milkman (roundsman)"
"7123021" "Milkman (milk retailing)" "7123021" "Milkman (milk retailing)"
"7123022" "Retailer (mobile shop)" "7123022" "Retailer (mobile shop)"
"7123023" "Retailer, milk (retail trade: delivery round)" "7123023" "Retailer, milk (retail trade: delivery round)"
"7123024" "Roundsman" "7123024" "Roundsman"
"7123025" "Salesman (ice cream)" "7123025" "Salesman (ice cream)"
"7123026" "Salesman (retail trade: mobile shop)" "7123026" "Salesman (retail trade: mobile shop)"
"7123027" "Salesman, bread (retail trade: delivery round)" "7123027" "Salesman, bread (retail trade: delivery round)"
"7123028" "Salesman, cream, ice" "7123028" "Salesman, cream, ice"
"7123029" "Salesman, drinks, soft" "7123029" "Salesman, drinks, soft"
"7123030" "Salesman, ice-cream" "7123030" "Salesman, ice-cream"
"7123031" "Salesman, milk (retail trade: delivery round)" "7123031" "Salesman, milk (retail trade: delivery round)"
"7123032" "Salesman, shop (mobile shop)" "7123032" "Salesman, shop (mobile shop)"
"7123033" "Salesman, van" "7123033" "Salesman, van"
"7123034" "Salesman-driver" "7123034" "Salesman-driver"
"7123035" "Seller (fast food)" "7123035" "Seller (fast food)"
"7123036" "Shopkeeper (mobile shop)" "7123036" "Shopkeeper (mobile shop)"
"7123037" "Supervisor, round (retail trade: delivery round)" "7123037" "Supervisor, round (retail trade: delivery round)"
"7123038" "Supervisor, rounds (retail trade: delivery round)" "7123038" "Supervisor, rounds (retail trade: delivery round)"
"7123039" "Supervisor, sales (retail trade: delivery round)" "7123039" "Supervisor, sales (retail trade: delivery round)"
"7123040" "Trader (mobile shop)" "7123040" "Trader (mobile shop)"
"7123041" "Traveller, grocers" "7123041" "Traveller, grocers"
"7123042" "Traveller, van" "7123042" "Traveller, van"
"7123043" "Vendor, cream, ice" "7123043" "Vendor, cream, ice"
"7123044" "Vendor, ice-cream" "7123044" "Vendor, ice-cream"
"7123045" "Vendor, milk" "7123045" "Vendor, milk"
"7124" "Market and street traders and assistants" "7124" "Market and street traders and assistants"
"7124001" "Assistant, barrow" "7124001" "Assistant, barrow"
"7124002" "Assistant, market" "7124002" "Assistant, market"
"7124003" "Assistant, stall" "7124003" "Assistant, stall"
"7124004" "Assistant, trader's, market" "7124004" "Assistant, trader's, market"
